Title,Price,Area,address,type,area_value,price_value_trieu,price_per_m2_final,House_number,Street,Ward,District,City,progress,cleaned_street
SIÊU PHẨM MB CÓ PHÒNG NHÀ VỆ SINH ĐẦY ĐỦ MT NGUYỄN VĂN CỪ Q.1 4X20 GIÁ 30TR LH 0901 600 599 PHI NG,Giá: 13 triệu/tháng,Diện tích: 120 m²,MẶT TIỀN VÕ VĂN KIỆT,nha_mat_pho,120.0,13.0,108333.33333333331,,Đường Võ Văn Kiệt,Xã Quang Tiến,Huyện Sóc Sơn,Hà Nội,True,Đường Võ Văn Kiệt
CHO THUÊ NHÀ TRỆT LỬNG MẶT TIỀN VÕ VĂN KIỆT ĐOẠN KINH DOANH ĐÔNG ĐÚC,Giá: 11 triệu/tháng,Diện tích: 100 m²,"Đường Nguyễn Đức Tịnh, Phường Xuân Phú, Thành phố Huế",nha_mat_pho,100.0,11.0,110000.0,,Đường Nguyễn Đức Tịnh,Phường Xuân Phú,Huế,Thừa Thiên-Huế,True,Đường Nguyễn Đức Tịnh
CHO THUÊ MẶT TIỀN 2 TẦNG NGUYỄN ĐỨC TỊNH 100M2 GIÁ 11TR/TH,Giá: 5 triệu/tháng,Diện tích: 45 m²,Vinhomes Grand Park Q9 - TP.HCM,nha_mat_pho,45.0,5.0,111111.11111111112,,,,,,True,Đường 
"CHO THUÊ MẶT TIỀN 7,5M MẶT PHỐ LƯƠNG KHÁNH THIỆN",Giá: 15 triệu/tháng,Diện tích: 84 m²,Vinhomes Grand Park Q9 - TP.HCM,nha_mat_pho,84.0,15.0,178571.42857142858,,,,,,True,Đường 
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 22 triệu/tháng,Diện tích: 63 m²,"Phố Trần Nguyên Hãn, Phường Niệm Nghĩa, Lê Chân, Hải Phòng",nha_mat_pho,63.0,22.0,349206.34920634923,,Phố Trần Nguyên Hãn,Phường Niệm Nghĩa,Quận Lê Chân,Hải Phòng,True,Phố Trần Nguyên Hãn
"CHÍNH CHỦ CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG TRẦN NGUYÊN HÃN. NHÀ 2 MẶT TIỀN, TIỆN KINH DOANH BUÔN BÁN",Giá: 40 triệu/tháng,Diện tích: 90 m²,"Đường Nguyễn Hữu Huân, Phường Lý Thái Tổ, Hoàn Kiếm, Hà Nội",nha_mat_pho,90.0,40.0,444444.4444444445,,Phố Nguyễn Hữu Huân,Phường Lý Thái Tổ,Quận Hoàn Kiếm,Hà Nội,True,Phố Nguyễn Hữu Huân
"CHO THUÊ NHÀ MẶT PHỐ NGUYỄN HỮU HUÂN 90M2 X 2 TẦNG, MT 7M. KD MỌI LOẠI HÌNH - VỈA HÈ RỘNG 40TR/TH",Giá: 90 triệu/tháng,Diện tích: 250 m²,"Đường 3/2, Phường 6, Quận 10",nha_mat_pho,250.0,90.0,360000.0,,Đường 3/2,Phường 12,Quận 10,Hồ Chí Minh,True,Đường Đường 3 Tháng 2
"SIÊU HOT!- CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN ĐƯỜNG 3/2, QUẬN 10-NGANG 7M-1T3L-GIÁ CHỈ 90TR",Giá: 90 triệu/tháng,Diện tích: 98 m²,"Đường 3/2, Phường 6, Quận 10, Hồ Chí Minh",nha_mat_pho,98.0,90.0,918367.3469387756,2,Đường Số 2,Phường 4,Quận 3,Hồ Chí Minh,True,Đường Số 2
"SIÊU HOT! CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN ĐƯỜNG 3/2, QUẬN 10 - NGANG 7M - 1T3L - GIÁ CHỈ 90TR","Giá: 9,9 triệu/tháng",Diện tích: 165 m²,"Võ Nguyên Giap, phường Bảo Ninh, thành phố Đồng Hới, -Dự án-, -Dự án-",nha_mat_pho,165.0,9.9,60000.0,,Đường Võ Nguyên Giáp,Xã Bảo Ninh,Đồng Hới,Quảng Bình,True,Đường Võ Nguyên Giáp
"CHÍNH CHỦ CHO THUÊ MIỄN PHÍ MẶT BẰNG THƯƠNG MẠI, MẶT ĐƯỜNG VÕ NGUYÊN GIAP NGAY TẠI KHU ĐÔ THI ĐẲNG CẤP REGAL LEGEND QUẢNG BÌNH",Giá: 45 triệu/tháng,Diện tích: 70 m²,"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",nha_mat_pho,70.0,45.0,642857.1428571428,,Đường Dịch Vọng,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,True,Đường Dịch Vọng
CHÍNH CHỦ CẦN CHO THUÊ CĂN NHÀ NGUYÊN CĂN 3 TẦNG CÓ THỂ LÀM VĂN PHÒNG TẠI ĐƯỜNG LÝ THƯỜNG KIỆT – PHỐ HÀN THUYÊN – PHƯỜNG NAM BÌNH – TP NINH BÌNH.,Giá: 25 triệu/tháng,Diện tích: 200 m²,"Dự án Regal Legend Quảng Bình, Đường Võ Nguyên Giáp, Xã Bảo Ninh, TP - Đồng Hới, Quảng Bình",nha_mat_pho,200.0,25.0,125000.0,,Đường Võ Nguyên Giáp,Xã Bảo Ninh,Đồng Hới,Quảng Bình,True,Đường Võ Nguyên Giáp
CHO THUÊ MẶT BẰNG KINH DOANH TẠI REGAL LEGEND - MIỄN PHÍ TIỀN THUÊ TỪ 18 - 24 THÁNG,Giá: 45 triệu/tháng,Diện tích: 100 m²,Lương Định Của,nha_mat_pho,100.0,45.0,450000.0,,Đường Lương Định Của,,Thủ Đức,Hồ Chí Minh,True,Đường Lương Định Của
"NHÀ SÀN TRỐNG, THANG MÁY 4 LẦU GIÁ CHỈ 45 TRIỆU - ĐƯỜNG LƯƠNG ĐỊNH CỦA",Giá: 50 triệu/tháng,Diện tích: 200 m²,Phùng chí kiên,nha_mat_pho,200.0,50.0,250000.0,,Phố Phùng Chí Kiên,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội,True,Phố Phùng Chí Kiên
"CHO THUÊ MẶT BẰNG KINH DOANH PHỐ PHÙNG CHÍ KIÊN 200M2 LÀM SIÊU THỊ, CAFÉ, SPA, TÓC",Giá: 15 triệu/tháng,Diện tích: 80 m²,Mai Am,nha_mat_pho,80.0,15.0,187500.0,,,,,,True,Đường 
"CHO THUÊ NHÀ 4 TẦNG 5PN FULL NỘI THẤT ĐƯỜNG 7M5 MAI AM GẦN HẢI HỒ, HẢI CHÂU GIÁ 15TR",Giá: 23 triệu/tháng,Diện tích: 80 m²,Trần Lựu,nha_mat_pho,80.0,23.0,287500.0,,Phố Trần Lựu,Thị Trấn Đồng Mỏ,Huyện Chi Lăng,Lạng Sơn,True,Phố Trần Lựu
NHÀ 3 LẦU 5 PHÒNG 6WC GIÁ CHỈ 23 TRIỆU - CÓ MÁY LẠNH,Giá: 37 triệu/tháng,Diện tích: 175 m²,mai dịch,nha_mat_pho,175.0,37.0,211428.57142857145,,Cầu Vượt Mai Dịch,,Quận Cầu Giấy,Hà Nội,True,Đường Cầu Vượt Mai Dịch
"CHO THUÊ MẶT BẰNG 175M2 Ở CẠNH TRƯỜNG MÚA LÀM CAFÉ, SHOWROOM, SIÊU THỊ",Giá: 18 triệu/tháng,Diện tích: 145 m²,"Quang Trung, Hoàng Văn Thụ",nha_mat_pho,145.0,18.0,124137.93103448275,107,Đường Hoàng Văn Thụ,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,True,Đường Hoàng Văn Thụ
MT2713. CHO THUÊ NHÀ MẶT ĐƯỜNG QUANG TRUNG 145M2 MẶT TIỀN 4M,Giá: 80 triệu/tháng,Diện tích: 160 m²,"Phường Đa Kao, Quận 1, Hồ Chí Minh",nha_mat_pho,160.0,80.0,500000.0,,,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường 
"MẶT BẰNG NGANG 16M MẶT TIỀN 65 MẠC ĐỈNH CHI, QUẬN 1. CHỈ 90TR. HỢP CAFE, NHÀ HÀNG ĂN UỐNG....",Giá: 65 triệu/tháng,Diện tích: 110 m²,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",nha_mat_pho,110.0,65.0,590909.0909090909,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,True,Đường Nguyễn Chí Thanh
"CHO THUÊ NHÀ MẶT PHỐ NGUYỄN CHÍ THANH, DT 110M2, MẶT TIỀN 7M, THÔNG SÀN, MỌI MÔ HÌNH, 65TR/THÁNG",Giá: 70 triệu/tháng,Diện tích: 90 m²,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",nha_mat_pho,90.0,70.0,777777.7777777778,,Đường An Thượng 1,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,True,Đường An Thượng 1
CHO THUÊ TÒA APARTMENT SÁT BIỂN MẶT TIỀN KHU AN THƯỢNG,Giá: 120 triệu,Diện tích: 500 m²,"204A, Đường Hoàng Văn Thụ, Phường 9, Phú Nhuận, Hồ Chí Minh",nha_mat_pho,500.0,120.0,240000.0,202B,Đường Hoàng Văn Thụ,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Hoàng Văn Thụ
"CHO THUÊ MT KINH DOANH SẦM UẤT LUỸ BÁN BÍCH, Q. TÂN PHÚ",Giá: 23 triệu/tháng,Diện tích: 80 m²,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",nha_mat_pho,80.0,23.0,287500.0,,Đường Nguyễn Cửu Đàm,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,True,Đường Nguyễn Cửu Đàm
CHO THUÊ TOÀ NHÀ 230M2 6 TẦNG MẶT PHỐ LẠC LONG QUÂN QUẬN TÂY HỒ,Giá: 35 triệu/tháng,Diện tích: 80 m²,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",nha_mat_pho,80.0,35.0,437500.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,True,Đường Nguyễn Trãi
"CHO THUÊ NHÀ MẶT PHỐ NGUYỄN TRÃI VỚI DT 80M2, MẶT TIỀN 10M, THÔNG SÀN, VỈA HÈ RỘNG, 35 TRIỆU/ THÁNG",Giá: 550 triệu,Diện tích: 560 m²,"463-465-467, Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh",nha_mat_pho,560.0,550.0,982142.8571428572,467,Đường Nguyễn Trãi,Phường 8,Quận 5,Hồ Chí Minh,True,Đường Nguyễn Trãi
"CHO THUÊ NHÀ MẶT TIỀN 16X35 MT NGUYỄN TRÃI QUẬN 5 - TRỆT LỬNG 4 LẦU, CÓ THANG MÁY",Giá: 450 triệu,Diện tích: 320 m²,"Đường Yersin, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",nha_mat_pho,320.0,450.0,1406250.0,,Đường Yersin,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Yersin
"CHO THUÊ NGUYÊN TÒA NHÀ MT YERSIN, QUẬN 1, 16X20M, 5 LẦU TM CÓ LỀ RỘNG",Giá: 500 triệu,Diện tích: 240 m²,"327 Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Hồ Chí Minh",nha_mat_pho,240.0,500.0,2083333.3333333333,,Hẻm 321 Đường Trần Hưng Đạo,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
"CHO THUÊ NGUYÊN CĂN 12X20M MT TRẦN HƯNG ĐẠO, QUẬN 1 - TRỆT LỬNG 3 LẦU",Giá: 75 triệu/tháng,Diện tích: 100 m²,"Đường Hoàng Văn Thụ, Phường Hải Châu I, Hải Châu, Đà Nẵng.",nha_mat_pho,100.0,75.0,750000.0,,Đường Hoàng Diệu,Phường Hải Châu 2,Quận Hải Châu,Đà Nẵng,True,Đường Hoàng Diệu
"CHO THUÊ NHÀ 2 MẶT TIỀN HOÀNG VĂN THỤ, HẢI CHÂU, ĐÀ NẴNG",Giá: 55 triệu/tháng,Diện tích: 90 m²,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",nha_mat_pho,90.0,55.0,611111.1111111111,,Đường An Thượng 1,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,True,Đường An Thượng 1
CHO THUÊ KHÁCH SẠN CÓ THANG MÁY MẶT TIỀN AN THƯỢNG KHU PHỐ NHIỀU KHÁCH NƯỚC NGOÀI,Giá: 65 triệu/tháng,Diện tích: 80 m²,"Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",nha_mat_pho,80.0,65.0,812500.0,,Đường Calmette,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Calmette
"NHÀ MỚI 5 LẦU 9PN 10WC, MẶT TIỀN CALMETTE Q1, ĐOẠN ĐẸP, DT 4X20M, CÓ HẺM SAU",Giá: 65 triệu/tháng,Diện tích: 100 m²,"Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Hồ Chí Minh",nha_mat_pho,100.0,65.0,650000.0,,Đường Nguyễn Thị Minh Khai,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Minh Khai
"(5X20M 2 TẦNG) MẶT TIỀN NGUYỄN THỊ MINH KHAI, BẾN THÀNH, Q1 - SIÊU VỊ TRÍ, TẬP TRUNG KHÁCH HÀNG VIP",Giá: 85 triệu/tháng,Diện tích: 72 m²,"Đường Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy, Hà Nội",nha_mat_pho,72.0,85.0,1180555.5555555555,,Đường Trần Đăng Ninh,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,True,Đường Trần Đăng Ninh
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 245 triệu,Diện tích: 910 m²,"34 Đường Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh",nha_mat_pho,910.0,245.0,269230.76923076925,34,Đường Trường Sơn,Phường 2,Quận Tân Bình,Hồ Chí Minh,True,Đường Trường Sơn
"CHO THUÊ NHÀ NGUYÊN CĂN 13X35M, MT TRƯỜNG SƠN QUẬN TÂN BÌNH",Giá: 450 triệu,Diện tích: 276.9 m²,"83B Đường Hoàng Sa, Phường Đa Kao, Quận 1, Hồ Chí Minh",nha_mat_pho,276.9,450.0,1625135.4279523294,83B,Đường Hoàng Sa,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hoàng Sa
"CHO THUÊ NGUYÊN CĂN 14.2M X 19.5M GÓC 2MT HOÀNG SA - NGUYỄN VĂN THỦ, QUẬN 1",Giá: 150 triệu,Diện tích: 175 m²,"Dự án Romantic Park Tây Hồ Tây, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",nha_mat_pho,175.0,150.0,857142.8571428572,,Đường Xuân La,Phường Xuân La,Quận Tây Hồ,Hà Nội,True,Đường Xuân La
"CHO THUÊ TÒA NHÀ 2 MẶT TIỀN TẠI KHU ROMANTIC PARK NGUYỄN VĂN HUYÊN KÉO DÀI, DT 175M2*5T. GIÁ 150TR",Giá: 18 triệu/tháng,Diện tích: 100 m²,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",nha_mat_pho,100.0,18.0,180000.0,,Đường Đỗ Xuân Hợp,Phường Phước Long B,Thủ Đức,Hồ Chí Minh,True,Đường Đỗ Xuân Hợp
"CHO THUÊ MẶT BẰNG NHÀ PHỐ KINH DOANH - ĐỖ XUÂN HỢP, P. PHƯỚC LONG B - 18TR/THÁNG",Giá: 150 triệu,Diện tích: 620 m²,Đường Trương Công Định,nha_mat_pho,620.0,150.0,241935.48387096773,,Đường Trương Công Định,Phường 14,Quận Tân Bình,Hồ Chí Minh,True,Đường Trương Công Định
296/ CHO THUÊ KHÁCH SẠN 50 PHÒNG FULL TRANG THIẾT BỊ NỘI THẤT NGAY TRUNG TÂM THÀNH PHỐ.,Giá: 80 triệu/tháng,Diện tích: 550 m²,"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",nha_mat_pho,550.0,80.0,145454.54545454544,,Đường Vườn Lài,Phường Phú Thọ Hòa,Quận Tân Phú,Hồ Chí Minh,True,Đường Vườn Lài
"CHO THUÊ NHÀ MT VƯỜN LÀI, 8X20, 4 LẦU, GẦN LŨY BÁN BÍCH, 80TR/T",Giá: 80 triệu/tháng,Diện tích: 240 m²,"Đường Trương Vĩnh Ký, Phường Tân Thành, Tân Phú, Hồ Chí Minh",nha_mat_pho,240.0,80.0,333333.3333333333,,Đường Trương Vĩnh Ký,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,True,Đường Trương Vĩnh Ký
"CHO THUÊ NHÀ MT TRƯƠNG VĨNH KÝ, 12X20, GẦN LŨY BÁN BÍCH, 80TR/T",Giá: 20 triệu/tháng,Diện tích: 120 m²,"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",nha_mat_pho,120.0,20.0,166666.66666666666,,Đường Tân Kỳ Tân Quý,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,True,Đường Tân Kỳ Tân Quý
"CHO THUÊ NHÀ MT TÂN KỲ TÂN QUÝ, 4X30, GÁC LỬNG, 20TR/T",Giá: 49 triệu/tháng,Diện tích: 84 m²,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",nha_mat_pho,84.0,49.0,583333.3333333334,,Đường Trần Quang Khải,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Quang Khải
"MT TRẦN QUANG KHẢI, Q1, CUNG ĐƯỜNG KINH DOANH, HOẠT ĐỘNG SẦM UẤT, (4.2X20M) 4 TẦNG, 49TRIỆU/ THÁNG",Giá: 235 triệu,Diện tích: 900 m²,"Đường Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh",nha_mat_pho,900.0,235.0,261111.11111111112,2,Đường Trường Chinh,Phường 15,Quận Tân Bình,Hồ Chí Minh,True,Đường Trường Chinh
"CHO THUÊ NHÀ MẶT TIỀN 34 TRƯỜNG SƠN, PHƯỜNG 2, TÂN BÌNH.",Giá: 45 triệu/tháng,Diện tích: 100 m²,"Phố Lương Định Của, Phường An Phú, Quận 2, Hồ Chí Minh",nha_mat_pho,100.0,45.0,450000.0,2,Đường Lương Định Của,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Lương Định Của
"NHÀ SÀN TRỐNG, THANG MÁY 4 LẦU GIÁ CHỈ 45 TRIỆU - ĐƯỜNG LƯƠNG ĐỊNH CỦA",Giá: 85 triệu/tháng,Diện tích: 126 m²,Ba Tháng hai. Phường 6. Quận 10,nha_mat_pho,126.0,85.0,674603.1746031746,6A,Đường Ba Tháng Hai,Phường 14,Quận 10,Hồ Chí Minh,True,Đường Ba Tháng Hai
NGANG 7M_MẶT TIỀN BA THÁNG HAI_QUẬN 10_(7X18M)_4 TẦNG,Giá: 40 triệu/tháng,Diện tích: 90 m²,"Đường Đề Thám, Phường Cô Giang, Quận 1, Hồ Chí Minh",nha_mat_pho,90.0,40.0,444444.4444444445,,Đường Đề Thám,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Đề Thám
"( 5X18M 2 TẦNG ) MẶT TIỀN ĐỀ THÁM - SIÊU VỊ TRÍ, KHU VỰC ĐÔNG ĐÚC, PHÙ HỢP KINH DOANH ĐA NGÀNH NGHỀ",Giá: 160 triệu,Diện tích: 271 m²,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",nha_mat_pho,271.0,160.0,590405.9040590406,,Đường Lê Thánh Tôn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Thánh Tôn
"CHO THUE NHÀ NGUYÊN CĂN LÊ THÁNH TÔN Q1 DT 4,1X23M.KẾT CẤU: 3 TẦNG. GIÁ THUE 160TR. NHẬN NHÀ NGAY",Giá: 70 triệu/tháng,Diện tích: 80 m²,Sư Vạn Hạnh. Phường 12. Quận 10,nha_mat_pho,80.0,70.0,875000.0,,Sư Vạn Hạnh,Phường 12,Quận 10,Hồ Chí Minh,True,Đường Sư Vạn Hạnh
CHO THUÊ NHÀ MẶT TIỀN SƯ VẠN HẠNH_QUẬN 10_(4X20M)_5 TẦNG,Giá: 25 triệu/tháng,Diện tích: 180 m²,"Đường Thái Thị Bôi, Phường Chính Gián, Thanh Khê, Đà Nẵng",nha_mat_pho,180.0,25.0,138888.88888888888,,Đường Thái Thị Bôi,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,True,Đường Thái Thị Bôi
"CHO THUÊ NHÀ Đ. THÁI THỊ BÔI, P. CHÍNH GIÁN, Q. THANH KHÊ",Giá: 130 triệu,Diện tích: 900 m²,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",nha_mat_pho,900.0,130.0,144444.44444444444,,Đường Đỗ Bá,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,True,Đường Đỗ Bá
CHUYÊN CHO THUÊ KHÁCH SẠN BIỂN CHUẨN 3 SAO - 4 SAO QUẬN 3 SƠN TRÀ!,Giá: 11 triệu/tháng,Diện tích: 200 m²,"Đường Nguyễn Hữu Cảnh, Phường Bình Nhâm, Thuận An, Bình Dương",nha_mat_pho,200.0,11.0,55000.0,,Đường Nguyễn Hữu Cảnh,Phường Bình Nhâm,Thuận An,Bình Dương,True,Đường Nguyễn Hữu Cảnh
NHÀ NGUYÊN CĂN NGUYỄN HỮU CẢNH. 200M2,Giá: 160 triệu,Diện tích: 160 m²,"Đường Nguyễn Văn Kỉnh, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",nha_mat_pho,160.0,160.0,1000000.0,,Đường Nguyễn Văn Kỉnh,Phường Thạnh Mỹ Lợi,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Văn Kỉnh
CHO THUÊ NHÀ MẶT TIỀN NGUYỄN VĂN KỈNH THÍCH HỢP LÀM VĂN PHÒNG. GIÁ TỐT LH: 0913162676,Giá: 9 triệu/tháng,Diện tích: 40 m²,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",nha_mat_pho,40.0,9.0,225000.0,,Đường Nguyễn Ngọc Nại,Phường Khương Mai,Quận Thanh Xuân,Hà Nội,True,Đường Nguyễn Ngọc Nại
"CHO THUÊ T1 MẶT PHỐ NGUYỄN NGỌC NẠI, THANH XUÂN, HÀ NỘI",Giá: 13 triệu/tháng,Diện tích: 100 m²,"Đường Tôn Thất Dương Kỵ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",nha_mat_pho,100.0,13.0,130000.0,,Đường Tôn Thất Dương Kỵ,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,True,Đường Tôn Thất Dương Kỵ
"CHO THUÊ NHÀ 4 TẦNG MẶT TIỀN TÔN THẤT DƯƠNG KY, HOÀ XUÂN",Giá: 65 triệu/tháng,Diện tích: 65 m²,"Đường Minh Khai, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",nha_mat_pho,65.0,65.0,1000000.0,,Đường Minh Khai,Phường Trương Định,Quận Hai Bà Trưng,Hà Nội,True,Đường Minh Khai
"CẦN CHO THUÊ TOÀ MP MINH KHAI - Q. HAI BÀ TRƯNG. (THÔNG SÀN, THANG MÁY)",Giá: 30 triệu/tháng,Diện tích: 80 m²,"Số 71, Đường Bạch Đằng, Phường 15, Bình Thạnh, Hồ Chí Minh",nha_mat_pho,80.0,30.0,375000.0,71,Đường Bạch Đằng,Phường 24,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Bạch Đằng
"CHO THUÊ MBKD VÀ ROOFTOP 80M MỚI 100% SỐ 71 BẠCH ĐẰNG, PHƯỜNG 15, QUẬN BÌNH THẠNH",Giá: 120 triệu,Diện tích: 165 m²,"Phố Hàng Dầu, Phường Lý Thái Tổ, Hoàn Kiếm, Hà Nội",nha_mat_pho,165.0,120.0,727272.7272727273,,Phố Hàng Dầu,Phường Lý Thái Tổ,Quận Hoàn Kiếm,Hà Nội,True,Phố Hàng Dầu
"CHO THUÊ MẶT SIÊU HOT PHỐ HÀNG DẦU 165M X 3 TẦNG MT 6,4M KHU KINH DOANH SẦM UẤT LH 0988924893",Giá: 15 triệu/tháng,Diện tích: 224 m²,"Trương Quyền, Biên Hòa, Đồng Nai",nha_mat_pho,224.0,15.0,66964.28571428571,,Đường Trương Quyền,Phường Tân Mai,Biên Hòa,Đồng Nai,True,Đường Trương Quyền
CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN ĐƯỜNG TRƯƠNG QUYỀN GẦN VINCOM BIÊN HÒA,Giá: 25 triệu/tháng,Diện tích: 52 m²,83 Đốc Ngữ,nha_mat_pho,52.0,25.0,480769.2307692308,83,Phố Đốc Ngữ,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,True,Phố Đốc Ngữ
CHO THUÊ MIỄN PHÍ MẶT TIỀN VÕ NGUYÊN GIÁP,Giá: 112 triệu,Diện tích: 150 m²,"Đường Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh",nha_mat_pho,150.0,112.0,746666.6666666666,2,Đường Trường Chinh,Phường 15,Quận Tân Bình,Hồ Chí Minh,True,Đường Trường Chinh
"CHÍNH CHỦ CHO THUÊ GẤP TÒA NHÀ MT TRƯỜNG SƠN P2 TÂN BÌNH DT: 5,1X30M KC: HẦM 5 TẦNG GIÁ: 112TR/TH",Giá: 95 triệu/tháng,Diện tích: 200 m²,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",nha_mat_pho,200.0,95.0,475000.0,,Đường Nguyễn Văn Huyên,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,True,Đường Nguyễn Văn Huyên
"CHO THUÊ MẶT PHỐ SIÊU HOT PHỐ NGUYỄN VĂN HUYÊN DT 200M2 X 2 TẦNG MT 8,4M. LH 0988924893",Giá: 9 triệu/tháng,Diện tích: 165 m²,"Võ Nguyên Giap, phường Bảo Ninh, thành phố Đồng Hới, -Dự án-, -Dự án-",nha_mat_pho,165.0,9.0,54545.454545454544,,Đường Võ Nguyên Giáp,Xã Bảo Ninh,Đồng Hới,Quảng Bình,True,Đường Võ Nguyên Giáp
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 35 triệu/tháng,Diện tích: 80 m²,"Đường Phạm Ngọc Thạch, Phường Trung Tự, Đống Đa, Hà Nội",nha_mat_pho,80.0,35.0,437500.0,,Phố Phạm Ngọc Thạch,Phường Trung Tự,Quận Đống Đa,Hà Nội,True,Phố Phạm Ngọc Thạch
"CHO THUÊ NHÀ 80M2 X 4 TẦNG MẶT PHỐ PHẠM NGỌC THẠCH - ĐỐNG ĐA LÀM VĂN PHÒNG, CỬA HÀNG, NHÀ HÀNG",Giá: 25 triệu/tháng,Diện tích: 84 m²,"Đường Tân Hải, Phường 13, Tân Bình, Hồ Chí Minh",nha_mat_pho,84.0,25.0,297619.04761904763,,Đường Tân Hải,Phường 13,Quận Tân Bình,Hồ Chí Minh,True,Đường Tân Hải
CHÍNH CHỦ CHO THUÊ NHÀ NGUYÊN CĂN - MẶT TIỀN 67 TÂN HẢI P13 Q.TÂN BÌNH,Giá: 48 triệu/tháng,Diện tích: 170 m²,"Đường Ngô Gia Tự, Phường Tân Lập, Nha Trang, Khánh Hòa",nha_mat_pho,170.0,48.0,282352.9411764706,,Đường Ngô Gia Tự,Phường Tân Lập,Nha Trang,Khánh Hòa,True,Đường Ngô Gia Tự
